RID,HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,ServicesScore,FacilitiesScore,HealthScore,HotelPrice
242,1454486,"札幌蒙特利埃德尔霍夫酒店
Hotel Monterey Edelhof Sapporo",Hotel Monterey Edelhof Sapporo,4.3,4.1,4.3,4.7,4.4,24345.0
243,472200,"羽成公寓（仅供女性与家庭）
Hanari Apartment (Female and Family Only)",Hanari Apartment (Female and Family Only),,,,,,12506.0
244,475799,"京町家旅馆间
Kyomachiya Ryokan Ma",Kyomachiya Ryokan Ma,4.4,4.5,4.4,4.3,4.4,35000.0
245,476919,"京乐旅馆
Ryokan Kyoraku",Ryokan Kyoraku,4.6,4.5,4.3,4.6,4.5,6840.0
246,6665063,"仙台市小鹿百合之宿旅馆
Katakuri-No-Yado Sendai",Katakuri-No-Yado Sendai,,,,,,12041.0
247,6253516,"京都町家旅館Cinq
Kyoto Machiya Ryokan Cinq",Kyoto Machiya Ryokan Cinq,,,,,,35000.0
248,480887,"大阪格兰比亚大酒店
Hotel Granvia Osaka",Hotel Granvia Osaka,4.8,4.6,4.3,4.6,4.6,15938.0
249,481920,"阿波罗情侣纳姆巴公寓
Apollo Couples Apartment at Namba",Apollo Couples Apartment at Namba,,,,,,
250,481921,"卡萨拉普楚旅馆
Casa Lapichu",Casa Lapichu,4.0,4.0,4.0,4.0,4.0,3100.0
251,7003292,"1-2-3萨凯酒店
Hotel 1-2-3 Sakai",Hotel 1-2-3 Sakai,3.5,3.5,3.5,3.5,3.5,5401.0
252,7238864,"京都KKR库尼索酒店
KKR Kyoto Kuniso",KKR Kyoto Kuniso,4.4,3.9,3.9,4.0,4.0,12600.0
253,6443097,"松泉阁花月酒店
Shosenkaku Kagetsu",Shosenkaku Kagetsu,4.6,4.7,4.6,4.7,4.7,36366.0
254,6256354,"安吉利卡膳食公寓
Pension Angelica",Pension Angelica,,,,,,8019.0
255,487043,"仲谷日式旅馆
Ryokan Nakaya",Ryokan Nakaya,,,,,,18028.0
256,487192,"贝尔伯德膳食公寓酒店
Pension Bell Bird",Pension Bell Bird,4.3,5.0,4.7,5.0,4.8,4457.0
257,6205056,"优坎科优坎旅馆
Ryokan Koyokan",Ryokan Koyokan,,,,,,10008.0
258,7044707,"海森林膳食公寓
Pension Sea Forest",Pension Sea Forest,,,,,,11880.0
259,487493,"川上民宿旅馆
Minshuku Kawakami",Minshuku Kawakami,,,,,,6412.0
260,487510,"库亚库苏基-索民宿
Minshuku Yakusugi-Sou",Minshuku Yakusugi-Sou,,,,,,10533.0
261,492915,"竹山萨扫卡梢酒店
Bamboo-Hill Sasaokaso",Bamboo-Hill Sasaokaso,,,,,,
262,6999615,"岛屿酒店
Island Hotel",Island Hotel,,,,,,35000.0
263,495048,"加命浴场日式旅馆
Kamei No Yu",Kamei No Yu,,,,,,21607.0
264,495151,"青春酒店
Hotel Wakasato",Hotel Wakasato,,,,,,5103.0
265,6258429,"艺苏雅哈库巴格德宾馆
Hakuba Glad Inn Ebisuya",Hakuba Glad Inn Ebisuya,,,,,,12300.0
266,495612,"翠山自然宾馆
Natural Inn Suizan",Natural Inn Suizan,,,,,,
267,6330723,"索拉图布乌萨基酒店
Soratobu Usagi",Soratobu Usagi,,,,,,5183.0
268,6529379,"长崎佐世保第一酒店
Sasebo Daiichi Hotel Nagazaki",Sasebo Daiichi Hotel Nagazaki,,,,,,8351.0
269,6442692,"樱池院
Yochi-IN",Yochi-IN,4.2,4.2,4.0,4.2,4.2,35000.0
270,502210,"甜教堂酒店（仅限成人）
Hotel Chapel Sweet (Adult Only)",Hotel Chapel Sweet (Adult Only),4.0,4.0,4.0,4.0,4.0,12046.0
271,502567,"Ichidaya
Ichidaya",Ichidaya,,,,,,43200.0
272,6530104,"拉伊斯拉博塔塞酒店
La Isla Tasse",La Isla Tasse,4.7,4.7,4.7,4.7,4.7,16000.0
273,6999627,"大志日式旅馆
Oshi Ryokan",Oshi Ryokan,,,,,,9900.0
274,503824,"红坎根塔鲁亚酒店
Honkan Gentaroya",Honkan Gentaroya,,,,,,13024.0
275,504333,"思马秋民宿
Minshuku Shimanchu",Minshuku Shimanchu,,,,,,7900.0
276,504431,"大熊别墅和公寓酒店
Big Bear Chalets & Apartments",Big Bear Chalets & Apartments,,,,,,
277,507762,"一富士酒店
Ichifujiso",Ichifujiso,4.1,4.2,3.9,4.2,4.1,9720.0
278,508182,"仓野亚多瑞欧弗寿酒店
Kurano Yado Ryoufusou",Kurano Yado Ryoufusou,,,,,,
279,6164312,"天神旅馆
Tenjin Lodge",Tenjin Lodge,,,,,,8359.0
280,6516791,"水上太阳馆酒店
Taiyokan Minakami",Taiyokan Minakami,,,,,,
281,3462811,"佛陀旅馆白滨温泉
Buddha Guest House Shirahama-Spa",Buddha Guest House Shirahama-Spa,4.4,4.4,4.4,3.7,4.2,2319.0
282,509445,"花秋山温泉膳食公寓
Onsen Pension Hanasakiyama",Onsen Pension Hanasakiyama,,,,,,13482.0
283,6532591,"三楽酒店
Hotel Sanraku",Hotel Sanraku,,,,,,9246.0
284,6258170,"長崎川柳L和L酒店
L and L Hotel Senryu Nagasaki",L and L Hotel Senryu Nagasaki,3.6,3.6,3.6,3.6,3.6,7276.0
285,510863,"内田屋旅馆
Oyado Uchidaya",Oyado Uchidaya,,,,,,13902.0
286,514044,"一空祗园宾馆
Gion Guesthouse Ikkuu",Gion Guesthouse Ikkuu,5.0,5.0,4.8,5.0,5.0,6500.0
287,1646451,"广岛世罗别馆
Sera Bekkan Hiroshima",Sera Bekkan Hiroshima,,,,,,19145.0
288,519412,"莫瑞诺考卡吉小屋旅馆
Cottage Morinokokage",Cottage Morinokokage,4.5,4.6,4.5,4.6,4.5,8511.0
289,3289314,"箱根汤河原万叶庄日式旅馆
Yugawara Manyo-so Hakone",Yugawara Manyo-so Hakone,4.0,4.0,4.0,5.0,4.3,5841.0
290,521936,"谭波波须走公寓
Subashiri Condominium Tannpopo",Subashiri Condominium Tannpopo,,,,,,11400.0
291,522005,"尤诺雅道船酒店
Yunoyado Irifune",Yunoyado Irifune,,,,,,22000.0
292,6257924,"伞格簇旅馆
Ryokan Sangetsu",Ryokan Sangetsu,3.7,3.7,3.7,3.7,3.7,5584.0
293,6306254,"别府铁轮邸卡珀旅馆
Kannawa Bettei Beppu",Kannawa Bettei Beppu,,,,,,46031.0
294,4636924,"东松岛矢本超值饭店
Value the Hotel Higashimatsushima Yamoto",Value the Hotel Higashimatsushima Yamoto,,,,,,4794.0
295,6257595,"雅多吉本酒店
Tokiwasure-No-Yado Yoshimoto",Tokiwasure-No-Yado Yoshimoto,,,,,,50041.0
296,524791,"南伊豆土地海皮亚酒店
Minami Izu Land Hopia",Minami Izu Land Hopia,,,,,,
297,2326936,"筹菊坎侯氏温泉酒店
Houshi Onsen Chojukan",Houshi Onsen Chojukan,4.7,4.3,4.5,4.6,4.5,36023.0
298,525815,"1166背包客旅舍
1166 Backpackers",1166 Backpackers,,,,,,2800.0
299,6474912,"八日市舒适酒店
Comfort Inn Yokaichi",Comfort Inn Yokaichi,,,,,,7141.0
300,526735,"真砂旅馆
Masago",Masago,,,,,,
301,526881,"亿株美亚旅馆
Izumiya Ryokan",Izumiya Ryokan,,,,,,19440.0
302,527870,"阿苏乃汤日式旅馆
Tabinoyado Asonoyu",Tabinoyado Asonoyu,,,,,,
303,6541559,"阿墨温泉酒店
Asumi Onsen",Asumi Onsen,4.3,4.3,4.3,4.3,4.3,8351.0
304,529560,"奈西奥纳酒店
Hotel National",Hotel National,5.0,5.0,5.0,5.0,5.0,5186.0
305,529737,"仙西雅内藤酒店
Sentia Hotel Naito",Sentia Hotel Naito,,,,,,4921.0
306,6248170,"福冈福库多克罗阿布拉雅玛三所酒店
Fukudokoro Aburayama Sanso Fukuoka",Fukudokoro Aburayama Sanso Fukuoka,,,,,,
307,6998443,"库辛酒店
Hotel Koushin",Hotel Koushin,3.6,3.6,3.5,3.9,3.7,
308,536584,"森之小木屋
Morino Chalets",Morino Chalets,,,,,,23164.0
309,6994483,"科咖库洛酒店
Kogakuro",Kogakuro,,,,,,15420.0
310,6996377,"河口湖酒店
Hotel Kawaguchiko",Hotel Kawaguchiko,3.6,3.5,3.5,3.6,3.6,31394.0
311,5625719,"赤仓星级酒店
Star Hotel Akakura",Star Hotel Akakura,,,,,,
312,536604,"柯艮宾馆
Kogen House",Kogen House,5.0,5.0,5.0,5.0,5.0,
313,3158293,"山中湖秀山庄
Yamanakako Shuzanso",Yamanakako Shuzanso,4.0,4.1,4.0,4.0,4.0,14619.0
314,536610,"白马柯蒂娜背包客旅舍
Hakuba Cortina Backpackers",Hakuba Cortina Backpackers,,,,,,35000.0
315,536630,"梅里贝勒栂池酒店
Hotel Meribel Tsugaike",Hotel Meribel Tsugaike,,,,,,92593.0
316,6447887,"雅多七海滩酒店
Yado Seven Beach",Yado Seven Beach,4.4,4.4,4.5,4.4,4.4,8700.0
317,536663,"一风民宿
Minshuku Ippu",Minshuku Ippu,,,,,,10000.0
318,5625950,"塔巴达雅旅馆
Ryokan Tabataya",Ryokan Tabataya,,,,,,6611.0
319,6542034,"长野泷本酒店
Hotel Takimoto Nagano",Hotel Takimoto Nagano,,,,,,35000.0
320,536721,"龙王酒店
Hotel Ryuo",Hotel Ryuo,,,,,,
321,6205131,"妙高旅舍
Lodge Myoko",Lodge Myoko,,,,,,35000.0
322,6167058,"赤仓宾至酒店
Akakura Yours Inn",Akakura Yours Inn,,,,,,6044.0
323,536747,"梅果明诺玉旅馆
Meguminoyu",Meguminoyu,,,,,,
324,6542055,"开成1号民宿
Minshuku Kaisei 1",Minshuku Kaisei 1,,,,,,
325,7003761,"戴尚宾馆
Daichan House",Daichan House,,,,,,
326,7213411,"鹿儿岛仙之家酒店
Wa No Cottage Sen-No-ie Kagoshima",Wa No Cottage Sen-No-ie Kagoshima,4.8,4.8,4.8,4.8,4.8,
327,1497394,"静冈天坊伊豆长冈酒店
Izu-Nagaoka Hotel Tenbo Shizuoka",Izu-Nagaoka Hotel Tenbo Shizuoka,,,,,,32550.0
328,6694195,"阿斯塔耶酒店
Pension Ashitaya",Pension Ashitaya,4.7,4.7,4.7,4.7,4.7,16900.0
329,536797,"水明庄
Suimeisou",Suimeisou,,,,,,13620.0
330,7835521,"民宿青木酒店
Minshuku Aoki",Minshuku Aoki,3.8,3.9,3.7,3.8,3.8,10000.0
331,8374403,"卡普鲁亚轻井泽酒店
Kapalua Karuizawa",Kapalua Karuizawa,,,,,,18000.0
332,536836,"向日葵膳宿酒店
Pension Himawari",Pension Himawari,,,,,,35000.0
333,3123252,"一福割烹酒店
Kappo Hotel Ippuku",Kappo Hotel Ippuku,,,,,,5385.0
334,536866,"松鼠小屋膳食公寓
Pension Risuno Koya",Pension Risuno Koya,,,,,,11135.0
335,6998578,"热川大酒店
Atagawa Grand Hotel",Atagawa Grand Hotel,,,,,,11400.0
336,536922,"富士吉田市青年旅舍
Fujiyoshida Youth Hostel",Fujiyoshida Youth Hostel,4.4,4.5,4.3,4.4,4.4,7106.0
337,536976,"阿索拉旅馆
Guest House Asora",Guest House Asora,4.1,4.6,4.5,4.6,4.4,2800.0
338,5620478,"科诺米膳食公寓
Pension Konomi",Pension Konomi,,,,,,11092.0
339,7299665,"西谷贝索旅馆
Nishiya Besso",Nishiya Besso,,,,,,
340,537065,"阿久津宾馆
Akutsu Pension",Akutsu Pension,,,,,,12000.0
341,537142,"日落公寓
Condominium Sunset Inn",Condominium Sunset Inn,,,,,,
342,537152,"文化酒店
Hotel Cultured",Hotel Cultured,,,,,,
343,537845,"米瑶西亚旅馆
Miyoshiya Ryokan",Miyoshiya Ryokan,,,,,,3628.0
344,6164314,"桂离宫日式旅馆
Katsura Ryokan",Katsura Ryokan,,,,,,12029.0
345,6166857,"新所皮亚敦贺酒店
New Sunpia Tsuruga",New Sunpia Tsuruga,4.0,4.0,4.0,4.0,4.0,10200.0
346,3122047,"高崎1-2-3酒店
Hotel 1-2-3 Takasaki",Hotel 1-2-3 Takasaki,,,,,,5103.0
347,6544156,"伊祖梅索酒店
Izumi-so",Izumi-so,4.3,4.4,4.2,4.3,4.3,
348,7608139,"哈那亚酒店
Hotel Hanaya",Hotel Hanaya,,,,,,4821.0
349,1676974,"希托马鲁卡丹酒店
Hitomaru Kadan",Hitomaru Kadan,,,,,,28000.0
350,6514137,"新大久保城市酒店
Shin-Okubo City Hotel",Shin-Okubo City Hotel,4.4,4.0,4.0,4.2,4.2,
351,6257276,"西苗场公寓酒店
Condominium Hotel Naeba West",Condominium Hotel Naeba West,,,,,,8627.0
352,6544163,"山形普塔罗膳食公寓酒店
Pension Puutaro Yamagata",Pension Puutaro Yamagata,,,,,,5584.0
353,538277,"托丽君旅馆
Ryokan Torijun",Ryokan Torijun,,,,,,4523.0
354,6694242,"知床棋谱俱乐部酒店
Hotel Kifu Club Shiretoko",Hotel Kifu Club Shiretoko,4.5,4.5,4.5,4.5,4.5,29500.0
355,538339,"野泽高山别墅酒店
Alpine Villa Nozawa",Alpine Villa Nozawa,,,,,,2491.0
356,538345,"野泽豪斯酒店
Nozawa House",Nozawa House,,,,,,
357,6516422,"罗马杜鹃速苏都马里酒店
Sudomari Hotel Roman Tsutsuji",Sudomari Hotel Roman Tsutsuji,4.0,4.1,4.1,4.1,4.1,5004.0
358,6683943,"日光市克怒酒店
Hotel Kinu Nikko",Hotel Kinu Nikko,3.8,3.8,3.7,4.0,3.8,20016.0
359,6354966,"尤克雅玛小屋
Lodge Yukiyama",Lodge Yukiyama,,,,,,6810.0
360,538588,"梦之汤酒店
Hotel Yume-No-yu",Hotel Yume-No-yu,,,,,,35000.0
361,538593,"斯堪泽诺扎瓦酒店
Schanze Nozawa",Schanze Nozawa,,,,,,
362,6337990,"托姆度假酒店
Resort in Toemu",Resort in Toemu,4.0,5.0,5.0,4.0,4.5,
363,538618,"米亚赛卡亚酒店
Miyasakaya",Miyasakaya,,,,,,10000.0
364,538629,"植田旅馆
Ueda Ryokan",Ueda Ryokan,3.7,3.8,3.4,3.8,3.7,8208.0
365,538648,"尚州是光刻旅馆
Sanjugariso",Sanjugariso,,,,,,11000.0
366,6999179,"日出明治屋酒店
Sunrise Meiji-ya",Sunrise Meiji-ya,,,,,,9800.0
367,6474007,"静冈伊豆三津浜松涛酒店
Izu Mitohama Shotokan Shizuoka",Izu Mitohama Shotokan Shizuoka,,,,,,46091.0
368,6597115,"查曼特酒店
Hotel Charmant",Hotel Charmant,4.3,4.3,4.0,4.0,4.2,
369,6544149,"蓼科思美卡酷温泉酒店
Tateshina Onsen Suimeikaku",Tateshina Onsen Suimeikaku,,,,,,
370,1676041,"新富亭酒店
Shintomi-Tei",Shintomi-Tei,5.0,5.0,3.0,5.0,4.5,8169.0
371,5518077,"东京甲府宫皇冠酒店
Hotel Crown Palais Kofu Toyko",Hotel Crown Palais Kofu Toyko,,,,,,8600.0
372,6345417,"福井终点酒店
Terminal Hotel Fukui",Terminal Hotel Fukui,4.2,4.2,4.0,4.2,4.1,5584.0
373,8496670,"宫岛三国屋旅馆
Miyajima Guest House Mikuniya",Miyajima Guest House Mikuniya,5.0,5.0,5.0,5.0,5.0,19750.0
374,8413378,"久留米思捷环球酒店
Kurume Hotel Esprit",Kurume Hotel Esprit,,,,,,8479.0
375,538778,"越苏克民宿旅馆
Minshuku Jusuke",Minshuku Jusuke,,,,,,
376,7517911,"名古屋渡边酒店
Watanabe Nagoya",Watanabe Nagoya,,,,,,13634.0
377,6544162,"船桥豪华桑拿胶囊酒店
Funabashi Grand Sauna and Capsule Hotel",Funabashi Grand Sauna and Capsule Hotel,,,,,,3529.0
378,538811,"波德特拉克酒店
Niseko Central - Powder Tracks",Niseko Central - Powder Tracks,,,,,,40000.0
379,538820,"贝尔城市酒店
City Hotel Bell",City Hotel Bell,3.0,3.1,2.9,2.9,3.0,9096.0
380,538854,"一关阿托商务酒店
Atto Business Hotel Ichinoseki",Atto Business Hotel Ichinoseki,,,,,,35000.0
381,6253286,"天桥立丸安酒店
Ryokan Maruyasu Kyoto",Ryokan Maruyasu Kyoto,,,,,,8880.0
382,3649987,"翼坦溯溪旅馆
Ittan Canyoning & Guest House",Ittan Canyoning & Guest House,,,,,,2800.0
383,538884,"匹克宾馆
Lodge Pico",Lodge Pico,,,,,,14786.0
384,538892,"神户胶囊酒店
Capsule Hotel Kobe Sannomiya",Capsule Hotel Kobe Sannomiya,4.2,4.2,4.2,4.2,4.2,2800.0
385,7003605,"尼班刊三特旅馆
Cent Inn Nibankan",Cent Inn Nibankan,,,,,,
386,538914,"塔卡恩酒店
Toka-en",Toka-en,,,,,,8433.0
387,538947,"垣屋日式旅馆
Kakiya Ryokan",Kakiya Ryokan,4.5,4.2,4.3,4.2,4.3,5004.0
388,538950,"多屋酒店
Wataya Inn",Wataya Inn,4.0,4.0,3.8,4.1,4.0,3728.0
389,6167088,"水羽森林别墅
Forest Villa Mizuha",Forest Villa Mizuha,,,,,,25177.0
390,6210988,"别府喜乐旅馆
Ryokan Kiraku Beppu",Ryokan Kiraku Beppu,4.3,4.2,4.0,4.1,4.1,13152.0
391,6253634,"桑久库京都马驰亚旅馆
Sanjojuku Kyoto Machiya",Sanjojuku Kyoto Machiya,4.5,4.5,4.5,4.5,4.5,8053.0
392,6527900,"松本背包客旅馆
Matsumoto BackPackers",Matsumoto BackPackers,4.5,4.5,4.5,4.5,4.5,2717.0
393,1498339,"香川郡琴平町河畔酒店
Kotohira River Side Hotel Kagawa",Kotohira River Side Hotel Kagawa,3.5,3.5,3.6,3.7,3.6,10347.0
394,539033,"松江青年酒店
Young Inn Matsue",Young Inn Matsue,3.0,3.0,5.0,5.0,4.0,2419.0
395,6167056,"库玛盖基酒店
Kumagaiji",Kumagaiji,4.5,4.5,4.5,4.5,4.5,21987.0
396,1676059,"小松甲府亭酒店
Komatsu-Kan Kofu-Tei",Komatsu-Kan Kofu-Tei,4.8,4.8,4.8,4.8,4.8,34018.0
397,6257641,"神奈秦野大酒店
Grand Hotel Kanachu Hadano",Grand Hotel Kanachu Hadano,3.6,3.6,3.4,3.6,3.5,6777.0
398,8292076,"强罗茶寮酒店
Gora Saryo",Gora Saryo,4.7,4.8,4.8,4.8,4.8,24125.0
399,549773,"蒂罗尔与白桦酒店
Tirol & Shirakaba",Tirol & Shirakaba,,,,,,
400,549774,"书库波宽正白滨町酒店
Shukubo Kansho-in Temple Sanrakuso",Shukubo Kansho-in Temple Sanrakuso,,,,,,
401,549966,"伊鲁莫特索酒店
Irumoteso",Irumoteso,,,,,,
402,549988,"三轮度假酒店
Resort Inn Miwa",Resort Inn Miwa,4.8,4.8,4.8,4.8,4.8,7506.0
403,6345770,"安比小源妈妈旅馆
Appikogen Pension Mutti",Appikogen Pension Mutti,,,,,,3910.0
404,6307425,"鸣门海月酒店
Kaigetsu Naruto",Kaigetsu Naruto,3.9,3.9,3.8,3.8,3.8,5236.0
405,5469700,"冲绳飞鹰旅馆
Eagle Lodge Okinawa",Eagle Lodge Okinawa,,,,,,10754.0
406,6549855,"阿桑吉膳食公寓
Pension Asangi",Pension Asangi,,,,,,11953.0
407,6510755,"紫罗兰御宿酒店
Oyado Sumire-so",Oyado Sumire-so,,,,,,
408,601570,"松伯桧温泉旅馆
Shohaku",Shohaku,,,,,,10200.0
409,601840,"奥兹膳食酒店
Pension Oz",Pension Oz,,,,,,12346.0
410,601967,"美野岛科斯特旅馆
Costel Minoshima",Costel Minoshima,,,,,,10000.0
411,7003583,"雾岛市汤谷山庄酒店
Kirishima Yunotani Sanso",Kirishima Yunotani Sanso,,,,,,20298.0
412,603789,"由加利木屋宾馆
Log Yukari Guest House",Log Yukari Guest House,4.2,4.7,3.9,4.4,4.3,1408.0
413,603824,"诺诺箱根酒店
Nounou Hakone",Nounou Hakone,,,,,,35000.0
414,6259643,"滕古诺于吉姆拉恩酒店
Tengu-No-Yu Kimuraen",Tengu-No-Yu Kimuraen,,,,,,
415,6999143,"多闻馆酒店
Tamonkan",Tamonkan,,,,,,8019.0
416,6145962,"伊东高原环境酒店别墅屋
Hotel Ambient Izukogen Cottage",Hotel Ambient Izukogen Cottage,,,,,,11497.0
417,6544135,"伊东高原环境酒店别馆
Hotel Ambient Izukogen Annex",Hotel Ambient Izukogen Annex,,,,,,11002.0
418,6211682,"伊东高原环境酒店本馆
Hotel Ambient Izu-Kogen",Hotel Ambient Izu-Kogen,,,,,,7884.0
419,607762,"大阪天满酒店
Osaka Tenma House",Osaka Tenma House,,,,,,16686.0
420,623152,"伊什克索吉库恩酒店
Ishicho Shogikuen Hotel",Ishicho Shogikuen Hotel,,,,,,18991.0
421,623166,"八神美浓町屋酒店
Iori Minoya-Cho Machiya Hotel",Iori Minoya-Cho Machiya Hotel,,,,,,
422,623212,"Kaede Ryokan
Kaede Ryokan",Kaede Ryokan,,,,,,9881.0
423,623925,"Ohshita酒店分馆
Hotel Ohshita Annex",Hotel Ohshita Annex,,,,,,
424,624003,"伊势志摩治疗度假村
Therapy Resort Ise Shima",Therapy Resort Ise Shima,,,,,,32400.0
425,6516418,"伊豆和泉庄酒店
Izumi Sou Hotel, Izu","Izumi Sou Hotel, Izu",5.0,5.0,5.0,4.5,4.9,5757.0
426,624158,"新泻市岐山酒店
Chisun Hotel & Conference Center Niigata",Chisun Hotel & Conference Center Niigata,,,,,,19000.0
427,3645542,"冲绳那霸Loisir Spa Tower酒店
Loisir Spa Tower Naha Okinawa",Loisir Spa Tower Naha Okinawa,4.3,4.6,4.5,4.7,4.5,21338.0
428,624357,"寇亘小旅店
Kougen No Yado",Kougen No Yado,,,,,,52500.0
429,3898864,"野泽卡瓦西洛酒店
Kawahiro Yanozawa",Kawahiro Yanozawa,,,,,,
430,6552267,"熊本南麻生小亚州旅馆
Kumamoto Guesthouse Minami Aso Little Asia",Kumamoto Guesthouse Minami Aso Little Asia,3.8,3.8,3.8,3.8,3.8,1577.0
431,7027027,"中村家
Guest House Nakamura House",Guest House Nakamura House,,,,,,6044.0
432,651330,"鬼怒川公园酒店-木之馆
Kinugawa Park Hotels Kinoyakata",Kinugawa Park Hotels Kinoyakata,,,,,,12859.0
433,651331,"鬼怒川公园酒店-木心亭
Kinugawa Park Hotels Kishin-Tei",Kinugawa Park Hotels Kishin-Tei,,,,,,10751.0
434,7004096,"鬼怒川公园度假屋
Kinugawa Park Cottage",Kinugawa Park Cottage,,,,,,11102.0
435,7010742,"伊东高原温泉 英国调酒店 枫庵
Izukogen Onsen English Style Hotel Kaedean",Izukogen Onsen English Style Hotel Kaedean,,,,,,24413.0
436,653150,"长崎城镇酒店
Nagasaki Town Hotel",Nagasaki Town Hotel,5.0,5.0,4.0,5.0,4.8,16750.0
437,659590,"京都站八条口卓越酒店
Hotel Excellence Kyoto Station Hachijo",Hotel Excellence Kyoto Station Hachijo,4.2,3.8,4.0,4.5,4.1,8337.0
438,662146,"欧诺之家酒店
Uno House",Uno House,,,,,,7800.0
439,663693,"赤仓阳光酒店
Akakura Sun Hotel",Akakura Sun Hotel,,,,,,11000.0
440,672133,"轻井泽町佩蒂特里弗酒店
Hotel Petit Riviere Karuizawa",Hotel Petit Riviere Karuizawa,,,,,,12000.0
441,672782,"北角旅馆
North Point Lodge",North Point Lodge,,,,,,7606.0
442,6997282,"浦岛庄
Hotel Urashima-so",Hotel Urashima-so,,,,,,
443,673753,"米卡萨雅旅馆
Ryokan Mikasaya",Ryokan Mikasaya,,,,,,18250.0
444,3158401,"贤岛公园酒店-满潮
Kashikojima Park Hotel Michishio",Kashikojima Park Hotel Michishio,,,,,,10264.0
445,7011984,"濑户口旅馆
Setoguchi",Setoguchi,,,,,,7529.0
446,3151753,"奥查卡勒宾馆
Guest House Ochakare",Guest House Ochakare,4.3,4.2,4.2,4.2,4.3,1876.0
447,8015503,"佩提于齐库苏酒店
Petit Hotel Yukikkoso",Petit Hotel Yukikkoso,,,,,,
448,678935,"齐默伯格豪斯旅馆
Zimmer Berghaus",Zimmer Berghaus,,,,,,22272.0
449,678937,"卡西瓦吉旅舍
Lodge Kashiwagi",Lodge Kashiwagi,,,,,,
450,7003898,"松本小梨の湯笹屋温泉酒店
Konashi No Yu Sasaya Matsumoto",Konashi No Yu Sasaya Matsumoto,,,,,,45360.0
451,679032,"高畑公寓酒店
Condominium Takabatake",Condominium Takabatake,4.5,4.6,4.6,4.6,4.6,
452,680925,"卡施瓦雅附楼旅馆
Annex Kashiwaya",Annex Kashiwaya,,,,,,11990.0
453,6286646,"山百合乗鞍岳日出酒店
Norikura Rising Sun Hotel Yamayuri",Norikura Rising Sun Hotel Yamayuri,,,,,,5945.0
454,6261022,"静山庄酒店
Village Inn Seizanso",Village Inn Seizanso,,,,,,4019.0
455,3152184,"格林德瓦膳食公寓
Pension Grindelwald",Pension Grindelwald,,,,,,13600.0
456,682491,"塔姆塔姆2号旅馆
Pension Tam Tam 2",Pension Tam Tam 2,,,,,,10100.0
457,683280,"自由时间度假木屋
Log Cottage Freetime",Log Cottage Freetime,,,,,,18900.0
458,5557936,"里山食堂民宿
Shokudo Minshuku Satoyama",Shokudo Minshuku Satoyama,,,,,,2667.0
459,686209,"界市青云庄都市酒店
City Hotel Seiunso Sakayi",City Hotel Seiunso Sakayi,3.8,4.4,4.1,4.2,4.1,5875.0
460,686210,"大阪一荣酒店
Hotel Ichiei Osaka",Hotel Ichiei Osaka,4.6,4.4,4.2,4.4,4.4,17672.0
461,686212,"大阪格兰德梅田酒店
Hotel il Grande Umeda Osaka",Hotel il Grande Umeda Osaka,4.4,4.3,4.1,4.3,4.3,7546.0
462,686213,"大阪伊尔蒙特酒店
Hotel Il Monte Osaka",Hotel Il Monte Osaka,4.4,4.3,4.2,4.4,4.3,9201.0
463,686218,"南泥湾市区旅馆
Naniwa Minami Downtown Hostel",Naniwa Minami Downtown Hostel,,,,,,
464,686220,"红屋顶加大阪南巴酒店
Red Roof Plus Osaka Namba",Red Roof Plus Osaka Namba,4.8,4.5,4.4,4.6,4.6,14183.0
465,686222,"西乐雷斯酒店
Hotel Hillarys",Hotel Hillarys,4.4,4.3,3.8,4.3,4.2,7000.0
466,686223,"大阪路德会酒店
Hotel the Lutheran Osaka",Hotel the Lutheran Osaka,4.6,4.6,4.5,4.7,4.6,5757.0
467,686227,"大阪宇宙广场国际交流中心酒店
Cosmosquare Hotel and Congress Osaka",Cosmosquare Hotel and Congress Osaka,4.0,4.0,3.9,3.8,3.9,5298.0
468,686228,"大阪中央Selene酒店
Hotel Chuo Selene Osaka",Hotel Chuo Selene Osaka,4.0,4.0,4.0,4.0,4.0,4266.0
469,686232,"最佳酒店
Best Hotel",Best Hotel,4.2,3.7,3.6,3.7,3.8,8500.0
470,686234,"东京东日本桥舒适酒店
Comfort Hotel Tokyo Higashi Nihombashi",Comfort Hotel Tokyo Higashi Nihombashi,4.3,4.3,4.4,4.4,4.4,8137.0
471,686236,"东京郎伍德酒店
Hotel Lungwood Tokyo",Hotel Lungwood Tokyo,4.6,4.2,4.1,4.4,4.3,11437.0
472,686241,"东京阿佐谷路线客栈酒店（原亚米斯塔阿佐谷酒店）
Hotel Route-Inn Tokyo Asagaya",Hotel Route-Inn Tokyo Asagaya,4.5,4.6,4.3,4.6,4.5,7175.0
473,686242,"三河屋旅馆
Ryokan Mikawaya",Ryokan Mikawaya,4.6,4.4,3.7,4.6,4.3,42918.0
474,686243,"东京浅草豪景大饭店
Asakusa View Hotel Tokyo",Asakusa View Hotel Tokyo,4.7,4.6,4.6,4.7,4.6,11636.0
475,686245,"池袋新星酒店
Hotel New Star Ikebukuro",Hotel New Star Ikebukuro,4.3,4.0,3.8,3.9,4.0,5824.0
