RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,tripadvisor_hotel_id,ServicesScore,FacilitiesScore,HealthScore,HotelPrice,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
726,688150,"南海大阪辉盛国际公寓
Fraser Residence Nankai Osaka",Fraser Residence Nankai Osaka,4.9,4.7,1243,4.7,4.8,4.8,55427.0,Fraser Residence Nankai Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d1833741-Reviews-Fraser_Residence_Nankai_Osaka-Osaka_Osaka_Prefecture_Kinki.html,4.5,3,556-0011,大阪府,大阪市浪速区,浪速区難波中1-17-11,,〒556-0011 大阪府大阪市浪速区浪速区難波中1-17-11,16768,38978,114
730,688155,"GrandPark帕奈克斯酒店-东京
Grand Park Hotel Panex Tokyo",Grand Park Hotel Panex Tokyo,4.1,3.7,505,3.8,3.7,3.9,10805.0,Grand Park Hotel Panex Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066454-d1083068-Reviews-Grand_Park_Hotel_Panex_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,144-0052,東京都,大田区,蒲田5-9-19,,〒144-0052 東京都大田区蒲田5-9-19,5330,13881,134
732,688157,"东京羽田蒲田市区酒店
Urbain Tokyo Haneda Kamata",Urbain Tokyo Haneda Kamata,4.1,4.2,694,4.0,4.1,4.1,8256.0,Urbain Tokyo Haneda Kamata,https://www.tripadvisor.com/Hotel_Review-g1066454-d1090291-Reviews-Urbain_Tokyo_Haneda_Kamata-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,144-0051,東京都,大田区,西蒲田7-25-10,,〒144-0051 東京都大田区西蒲田7-25-10,7218,16213,100
734,688159,"东京蒲田住宿酒店,
Tokyu Stay Kamata",Tokyu Stay Kamata,4.9,4.6,172,4.2,4.6,4.6,11884.0,Tokyu Stay Kamata,https://www.tripadvisor.com/Hotel_Review-g1066454-d2177373-Reviews-Tokyu_Stay_Kamata-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,144-0052,東京都,大田区,蒲田4-23-1,,〒144-0052 東京都大田区蒲田4-23-1,9550,17213,141
741,688171,"东京龙名馆酒店
Hotel Ryumeikan Tokyo",Hotel Ryumeikan Tokyo,4.8,4.8,4,4.7,4.9,4.8,19374.0,Hotel Ryumeikan Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066444-d1479297-Reviews-Hotel_Ryumeikan_Tokyo-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,103-0028,東京都,中央区,八重洲 1-3-22,,〒103-0028 東京都中央区八重洲 1-3-22,15991,36646,135
743,688174,"东京日本桥酒店
Tokyu Stay Nihombashi",Tokyu Stay Nihombashi,4.3,4.3,218,4.3,4.3,4.3,11950.0,Tokyu Stay Nihombashi,https://www.tripadvisor.com/Hotel_Review-g1066444-d1114758-Reviews-Tokyu_Stay_Nihombashi-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,103-0023,東京都,中央区,日本橋本町4-7-9,,〒103-0023 東京都中央区日本橋本町4-7-9,8662,14992,123
747,688178,"水道桥托克宇寄宿酒店
Tokyu Stay Suidobashi",Tokyu Stay Suidobashi,4.3,4.1,364,4.3,4.6,4.3,10943.0,Tokyu Stay Suidobashi,https://www.tripadvisor.com/Hotel_Review-g1066443-d1114754-Reviews-Tokyu_Stay_Suidobashi-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,101-0061,東京都,千代田区,三崎町1-1-12,,〒101-0061 東京都千代田区三崎町1-1-12,10772,19100,156
752,688184,"神保町樱花酒店
Sakura Hotel Jimbocho",Sakura Hotel Jimbocho,4.4,4.3,144,3.8,4.2,4.2,3275.0,Sakura Hotel Jimbocho,https://www.tripadvisor.com/Hotel_Review-g1066443-d304296-Reviews-Sakura_Hotel_Jimbocho-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,101-0051,東京都,千代田区,神田神保町2-21-4,,〒101-0051 東京都千代田区神田神保町2-21-4,2998,11327,43
761,688197,"大阪蒙特利酒店
Hotel Monterey Osaka",Hotel Monterey Osaka,4.7,4.6,1261,4.5,4.8,4.6,9249.0,Hotel Monterey Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d504992-Reviews-Hotel_Monterey_Osaka-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,530-0001,大阪府,大阪市,北区梅田3-3-45,,〒530-0001 大阪府大阪市北区梅田3-3-45,8107,27318,194
765,688202,"三井花园酒店大阪淀屋桥
Mitsui Garden Hotel Osaka Yodoyabashi",Mitsui Garden Hotel Osaka Yodoyabashi,4.6,4.6,1272,4.5,4.7,4.6,6699.0,Mitsui Garden Hotel Osaka Yodoyabashi,https://www.tripadvisor.com/Hotel_Review-g298566-d479810-Reviews-Mitsui_Garden_Hotel_Osaka_Yodoyabashi-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,541-0043,大阪府,大阪市中央区,高麗橋 2-5-7,,〒541-0043 大阪府大阪市中央区高麗橋 2-5-7,6663,20100,306
766,688203,"大阪广场酒店
Hotel Plaza Osaka",Hotel Plaza Osaka,4.2,4.2,1384,4.0,4.3,4.2,4533.0,Hotel Plaza Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d325781-Reviews-Hotel_Plaza_Osaka-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,532-0025,大阪府,大阪市,淀川区新北野1-9-15,,〒532-0025 大阪府大阪市淀川区新北野1-9-15,6774,17546,653
771,688209,"大阪日航酒店
Hotel Nikko Osaka",Hotel Nikko Osaka,4.9,4.8,1258,4.6,4.8,4.8,20463.0,Hotel Nikko Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d302313-Reviews-Hotel_Nikko_Osaka-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,542-0086,大阪府,大阪市,中央区西心斎橋1-3-3,,〒542-0086 大阪府大阪市中央区西心斎橋1-3-3,14950,52713,635
775,688216,"大阪蒙特利格拉斯米尔酒店
Hotel Monterey Grasmere Osaka",Hotel Monterey Grasmere Osaka,4.8,4.6,1236,4.6,4.7,4.7,18860.0,Hotel Monterey Grasmere Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d1426655-Reviews-Hotel_Monterey_Grasmere_Osaka-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,556-0017,大阪府,大阪市浪速区,湊町1-2-3,,〒556-0017 大阪府大阪市浪速区湊町1-2-3,12771,33315,348
779,688222,"关空JOYTEL酒店
Kanku Joytel Hotel",Kanku Joytel Hotel,4.1,4.4,15558,4.2,4.4,4.3,7599.0,Kanku Joytel Hotel,https://www.tripadvisor.com/Hotel_Review-g298200-d649466-Reviews-Kanku_Joytel_Hotel-Izumisano_Osaka_Prefecture_Kinki.html,3.5,348,598-0021,大阪府,泉佐野市,日根野4066,,〒598-0021 大阪府泉佐野市日根野4066,9383,20889,270
780,688223,"大阪本町Chisun Inn酒店
Chisun Inn Osaka Hommachi",Chisun Inn Osaka Hommachi,4.3,4.5,1322,4.4,4.6,4.4,4322.0,Chisun Inn Osaka Hommachi,https://www.tripadvisor.com/Hotel_Review-g298566-d1526443-Reviews-Chisun_Inn_Osaka_Hommachi-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,541-0059,大阪府,大阪市中央区,博労町2-3-8,,〒541-0059 大阪府大阪市中央区博労町2-3-8,6219,20766,130
788,688233,"东京阿佐谷微笑酒店
Smile Hotel Tokyo Asagaya",Smile Hotel Tokyo Asagaya,4.5,4.5,325,4.3,4.6,4.5,5318.0,Smile Hotel Tokyo Asagaya,https://www.tripadvisor.com/Hotel_Review-g1066458-d506000-Reviews-Smile_Hotel_Tokyo_Asagaya-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,166-0004,東京都,杉並区,阿佐谷南3-37-11,,〒166-0004 東京都杉並区阿佐谷南3-37-11,6330,16657,112
791,688237,"东京海堡第一酒店
Dai-Ichi Hotel Tokyo Seafort",Dai-Ichi Hotel Tokyo Seafort,4.4,4.4,68,4.3,4.6,4.4,10549.0,Dai-Ichi Hotel Tokyo Seafort,https://www.tripadvisor.com/Hotel_Review-g1066854-d307331-Reviews-Dai_Ichi_Hotel_Tokyo_Seafort-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,140-‐0002,東京都,品川区,東品川2-3-15,,〒140-‐0002 東京都品川区東品川2-3-15,11882,30761,127
793,688241,"阪神住之江酒店
Osaka Joytel Hotel",Osaka Joytel Hotel,4.2,4.3,1351,4.1,4.5,4.3,6027.0,Osaka Joytel Hotel,https://www.tripadvisor.com/Hotel_Review-g298566-d498964-Reviews-Osaka_Joytel_Hotel-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,559-0024,大阪府,大阪市住之江区,新北島1-2-1,,〒559-0024 大阪府大阪市住之江区新北島1-2-1,6663,18212,229
794,688242,"东京新宿太阳成员酒店
Sun Members Tokyo Shinjuku",Sun Members Tokyo Shinjuku,4.2,4.3,506,4.1,4.5,4.3,9707.0,Sun Members Tokyo Shinjuku,https://www.tripadvisor.com/Hotel_Review-g1066457-d1090410-Reviews-Sun_Members_Tokyo_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,160-0023,東京都,新宿区西新宿,西新宿3-5-13,,〒160-0023 東京都新宿区西新宿西新宿3-5-13,9328,29539,178
795,688243,"东京三井花园饭店上野
Mitsui Garden Hotel Ueno",Mitsui Garden Hotel Ueno,4.8,4.8,47,4.7,4.8,4.8,14132.0,Mitsui Garden Hotel Ueno,https://www.tripadvisor.com/Hotel_Review-g1066461-d1813567-Reviews-Mitsui_Garden_Hotel_Ueno-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,110-0015,東京都,台東区,東上野 3-19-7,,〒110-0015 東京都台東区東上野 3-19-7,12882,27318,245
797,688248,"东京田町日航城市酒店
Hotel JAL City Tamachi Tokyo",Hotel JAL City Tamachi Tokyo,4.7,4.8,187,4.5,4.8,4.7,8188.0,Hotel JAL City Tamachi Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066451-d1082872-Reviews-Hotel_JAL_City_Tamachi_Tokyo-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,,,,,,,,,
800,688252,"格拉斯丽银座酒店
Hotel Gracery Ginza",Hotel Gracery Ginza,4.7,4.5,42,4.3,4.5,4.5,35000.0,Hotel Gracery Ginza,https://www.tripadvisor.com/Hotel_Review-g1066444-d628577-Reviews-Hotel_Gracery_Ginza-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,104-0061,東京都,中央区,銀座7-10-1,,〒104-0061 東京都中央区銀座銀座7-10-1,11993,25097,270
803,688256,"福雷卡赤坂大酒店
Hotel Grand Fresa Akasaka",Hotel Grand Fresa Akasaka,4.5,4.4,185,4.2,4.6,4.4,8002.0,Hotel Grand Fresa Akasaka,https://www.tripadvisor.com/Hotel_Review-g1066451-d648195-Reviews-Hotel_Grand_Fresa_Akasaka-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,107-0052,東京都,港区,赤坂6-3-17,,〒107-0052 東京都港区赤坂6-3-17,7440,19878,136
808,688263,"东京羽田日航都市酒店
Hotel JAL City Haneda Tokyo",Hotel JAL City Haneda Tokyo,4.7,4.7,38,4.5,4.8,4.7,11294.0,Hotel JAL City Haneda Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066454-d543524-Reviews-Hotel_JAL_City_Haneda_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,144-0042,東京都,大田区,羽田旭町4-11,,〒144-0042 東京都大田区羽田旭町4-11,10550,19878,308
809,688267,"浅草灿路都大饭店
Hotel Sunroute Asakusa",Hotel Sunroute Asakusa,4.7,4.4,286,4.1,4.3,4.4,5132.0,Hotel Sunroute Asakusa,https://www.tripadvisor.com/Hotel_Review-g1066461-d320580-Reviews-Hotel_Sunroute_Asakusa-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,111-0034,東京都,台東区,雷門1-8-5,,〒111-0034 東京都台東区雷門1-8-5,7218,18323,120
815,688287,"东京西葛西贝斯特韦斯特酒店
Best Western Tokyo Nishikasai",Best Western Tokyo Nishikasai,4.6,4.6,45,4.4,4.7,4.6,7507.0,Best Western Tokyo Nishikasai,https://www.tripadvisor.com/Hotel_Review-g1066445-d535140-Reviews-Best_Western_Tokyo_Nishikasai-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,134-0088,東京都,江戸川区,西葛西6-17-9,,〒134-0088 東京都江戸川区西葛西6-17-9,6330,23876,184
820,688313,"新宿灿路都广场大饭店
Hotel Sunroute Plaza Shinjuku",Hotel Sunroute Plaza Shinjuku,4.8,4.6,15,4.4,4.6,4.6,16309.0,Hotel Sunroute Plaza Shinjuku,https://www.tripadvisor.com/Hotel_Review-g1066456-d320581-Reviews-Hotel_Sunroute_Plaza_Shinjuku-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,151-0053,東京都,渋谷区代々木,代々木 2-3-1,,〒151-0053 東京都渋谷区代々木代々木 2-3-1,14770,27762,624
823,688327,"上野东金屋酒店
Ueno Touganeya Hotel",Ueno Touganeya Hotel,4.5,4.7,111,4.3,4.6,4.5,5723.0,Ueno Touganeya Hotel,https://www.tripadvisor.com/Hotel_Review-g1066461-d607423-Reviews-Ueno_Touganeya_Hotel-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,110-0015,東京都,台東区,東上野3-17-5,,〒110-0015 東京都台東区東上野3-17-5,8440,10883,55
828,688362,"滨松町岐山酒店
Chisun Hotel Hamamatsucho",Chisun Hotel Hamamatsucho,4.3,4.5,565,4.3,4.5,4.4,6010.0,Chisun Hotel Hamamatsucho,https://www.tripadvisor.com/Hotel_Review-g1066451-d487278-Reviews-Chisun_Hotel_Hamamatsucho-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,105-0023,東京都,港区,芝浦1-3-10,,〒105-0023 東京都港区芝浦1-3-10,7107,18434,304
834,688390,"the b 东京 赤坂见附酒店
the b tokyo akasaka-mitsuke",the b tokyo akasaka-mitsuke,4.8,4.4,6262,4.4,4.5,4.5,8171.0,the b tokyo akasaka-mitsuke,https://www.tripadvisor.com/Hotel_Review-g1066451-d608077-Reviews-The_b_tokyo_akasaka_mitsuke-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,48,107-0052,東京都,港区,赤坂 3-21-7,,〒107-0052 東京都港区赤坂 3-21-7,7277,23623,122
836,688397,"东京新大谷旅馆
New Otani Inn Tokyo",New Otani Inn Tokyo,4.7,4.4,224,4.3,4.5,4.5,10266.0,New Otani Inn Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066854-d301294-Reviews-New_Otani_Inn_Tokyo-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,141-0032,東京都,品川区,大崎1-6-2,,〒141-0032 東京都品川区大崎1-6-2,11549,30428,427
837,688400,"大森庭苑灿路都大饭店
Hotel Sunroute Patio Omori",Hotel Sunroute Patio Omori,4.9,4.6,281,4.4,4.5,4.6,7800.0,Hotel Sunroute Patio Omori,https://www.tripadvisor.com/Hotel_Review-g1066854-d557538-Reviews-Hotel_Sunroute_Patio_Omori-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,140-0013,東京都,品川区,南大井3-33-3,,〒140-0013 東京都品川区南大井3-33-3,6108,16991,86
838,688402,"品川海滨灿路都大饭店
Hotel Sunroute Shinagawa Seaside",Hotel Sunroute Shinagawa Seaside,4.7,4.7,271,4.7,4.9,4.8,8610.0,Hotel Sunroute Shinagawa Seaside,https://www.tripadvisor.com/Hotel_Review-g1066854-d648194-Reviews-Hotel_Sunroute_Shinagawa_Seaside-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,140-0002,東京都,品川区,東品川4-12-8,,〒140-0002 東京都品川区東品川4-12-8,7551,16657,300
839,688406,"东京喜来登都酒店
Sheraton Miyako Hotel Tokyo",Sheraton Miyako Hotel Tokyo,4.4,4.7,40,4.5,4.7,4.6,18382.0,Sheraton Miyako Hotel Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066451-d306375-Reviews-Sheraton_Miyako_Hotel_Tokyo-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,108-8640,東京都,港区,白金台1-1−50,,〒108-8640 東京都港区白金台1-1−50,22654,40533,494
845,688422,"东京大都会东京城饭店
Hotel Metropolitan Edmont Tokyo",Hotel Metropolitan Edmont Tokyo,4.8,4.9,7,4.7,4.8,4.8,10450.0,Hotel Metropolitan Edmont Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066443-d307351-Reviews-Hotel_Metropolitan_Edmont_Tokyo-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,102-8130,東京都,千代田区,飯田橋3-10-8,,〒102-8130 東京都千代田区飯田橋3-10-8,10772,29650,668
847,688427,"东京庭之酒店
Hotel Niwa Tokyo",Hotel Niwa Tokyo,4.6,4.7,37,4.6,4.8,4.7,10549.0,Hotel Niwa Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066443-d1475716-Reviews-Hotel_Niwa_Tokyo-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,101-0061,東京都,千代田区,神田三崎町1-1-16,,〒101-0061 東京都千代田区神田三崎町1-1-16,11327,30872,238
848,688429,"the b 东京 御茶水酒店
the b tokyo ochanomizu",the b tokyo ochanomizu,4.8,4.8,72,4.5,4.7,4.7,6837.0,the b tokyo ochanomizu,https://www.tripadvisor.com/Hotel_Review-g1066443-d1105276-Reviews-The_b_tokyo_ochanomizu-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,101-0063,東京都,千代田区,神田淡路町1-7-5,,〒101-0063 東京都千代田区神田淡路町1-7-5,6330,21433,72
858,688479,"大阪鹤桥站前东横旅馆
Toyoko Inn Osaka Tsuruhashi Ekimae",Toyoko Inn Osaka Tsuruhashi Ekimae,4.5,4.2,1360,4.4,4.7,4.5,7020.0,Toyoko Inn Osaka Tsuruhashi Ekimae,https://www.tripadvisor.com/Hotel_Review-g298566-d1945343-Reviews-Toyoko_Inn_Osaka_Tsuruhashi_Ekimae-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,543-0024,大阪府,大阪市天王寺区,舟橋町15-31,,〒543-0024 大阪府大阪市天王寺区舟橋町15-31,6885,10772,119
861,688489,"东横旅馆-大阪梅田东
Toyoko Inn Osaka Umeda Higashi",Toyoko Inn Osaka Umeda Higashi,4.5,4.6,1338,4.5,4.8,4.6,7884.0,Toyoko Inn Osaka Umeda Higashi,https://www.tripadvisor.com/Hotel_Review-g298566-d1124272-Reviews-Toyoko_Inn_Osaka_Umeda_Higashi-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,530-0047,大阪府,大阪市北区,西天満 5-3-25,,〒530-0047 大阪府大阪市北区西天満 5-3-25,6774,9772,241
862,688493,"UNIZO酒店-大阪淀屋桥
HOTEL UNIZO Osaka Yodoyabashi",HOTEL UNIZO Osaka Yodoyabashi,4.7,4.5,1253,4.4,4.6,4.6,9099.0,HOTEL UNIZO Osaka Yodoyabashi,https://www.tripadvisor.com/Hotel_Review-g298566-d1439005-Reviews-HOTEL_UNIZO_Osaka_Yodoyabashi-Osaka_Osaka_Prefecture_Kinki.html,4.0,3,541-0043,大阪府,大阪市中央区,高麗橋4-2-7,,〒541-0043 大阪府大阪市中央区高麗橋4-2-7,6663,19989,333
867,688514,"东横旅馆-大阪船场东
Toyoko Inn Osaka Semba Higashi",Toyoko Inn Osaka Semba Higashi,3.9,4.2,1332,3.8,4.3,4.1,6264.0,Toyoko Inn Osaka Semba Higashi,https://www.tripadvisor.com/Hotel_Review-g298566-d1090165-Reviews-Toyoko_Inn_Osaka_Semba_Higashi-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,540-0011,大阪府,大阪市中央区,農人橋2-4-29,,〒540-0011 大阪府大阪市中央区農人橋2-4-29,6330,11105,188
874,688551,"东京皇宫酒店
Palace Hotel Tokyo",Palace Hotel Tokyo,4.9,4.9,24,4.8,4.9,4.9,50058.0,Palace Hotel Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066443-d2528953-Reviews-Palace_Hotel_Tokyo-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,100-0005,東京都,千代田区,丸の内1-1-1,,〒100-0005 東京都千代田区丸の内1-1-1,61855,108384,290
879,688569,"东京 (卡马塔景观酒店)
Hotel Vista Kamata Tokyo",Hotel Vista Kamata Tokyo,4.6,4.5,142,4.5,4.6,4.6,5436.0,Hotel Vista Kamata Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066454-d634733-Reviews-Hotel_Vista_Kamata_Tokyo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,144-0051,東京都,大田区,西蒲田8-20-11,,〒144-0051 東京都大田区西蒲田8-20-11,7107,17657,105
887,688577,"新宿蔷薇花园饭店
Hotel Rose Garden Shinjuku",Hotel Rose Garden Shinjuku,4.7,4.7,54,4.4,4.7,4.6,9945.0,Hotel Rose Garden Shinjuku,https://www.tripadvisor.com/Hotel_Review-g1066457-d386881-Reviews-Hotel_Rose_Garden_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,542-0082,東京都,新宿区,西新宿8-1-3,,〒542-0082 東京都新宿区西新宿8-1-3,10105,29539,101
898,688621,"东京皇家王子大酒店花园塔
The Prince Park Tower Tokyo",The Prince Park Tower Tokyo,4.7,4.8,64,4.7,4.8,4.8,17032.0,The Prince Park Tower Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066451-d579136-Reviews-The_Prince_Park_Tower_Tokyo-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,105-8563,東京都,港区芝公園,芝公園4-8-1,,〒105-8563 東京都港区芝公園芝公園4-8-1,27762,95947,603
900,688624,"东京威斯汀酒店
The Westin Tokyo",The Westin Tokyo,4.7,4.8,2,4.8,4.8,4.8,25515.0,The Westin Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066450-d301789-Reviews-The_Westin_Tokyo-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,153-8580,東京都,目黒区,三田1-4-1,恵比寿ガーデンプレイス内,〒153-8580 東京都目黒区三田1-4-1恵比寿ガーデンプレイス内,35869,75847,438
901,688625,"公主花园酒店
Hotel Princess Garden",Hotel Princess Garden,4.8,4.6,83,4.2,4.6,4.5,8931.0,Hotel Princess Garden,https://www.tripadvisor.com/Hotel_Review-g1066854-d505872-Reviews-Hotel_Princess_Garden-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,141-0021,東京都,品川区,上大崎2-23-7,,〒141-0021 東京都品川区上大崎2-23-7,10217,17990,205
915,688655,"东横日本桥人形町旅馆
Toyoko Inn Tokyo Nihombashi Ningyocho",Toyoko Inn Tokyo Nihombashi Ningyocho,4.6,4.5,518,4.4,4.7,4.5,7884.0,Toyoko Inn Tokyo Nihombashi Ningyocho,https://www.tripadvisor.com/Hotel_Review-g1066444-d1181311-Reviews-Toyoko_Inn_Tokyo_Nihombashi_Ningyocho-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,103-0014,東京都,中央区,日本橋蛎殻町1-10-2,,〒103-0014 東京都中央区日本橋蛎殻町1-10-2,8773,11882,142
917,688659,"东横东京日本桥酒店
Toyoko Inn Tokyo Nihombashi",Toyoko Inn Tokyo Nihombashi,4.4,4.4,205,4.3,4.4,4.4,,Toyoko Inn Tokyo Nihombashi,https://www.tripadvisor.com/Hotel_Review-g1066444-d1497050-Reviews-Toyoko_Inn_Tokyo_Nihombashi-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,103-0011,東京都,中央区,日本橋大伝馬町14-16,,〒103-0011 東京都中央区日本橋大伝馬町14-16,7885,12215,33
924,703215,"白马温泉酒店
Hakuba Springs Hotel",Hakuba Springs Hotel,4.8,4.8,1614,4.8,4.7,4.8,,Hakuba Springs Hotel,https://www.tripadvisor.com/Hotel_Review-g1120615-d1803495-Reviews-Hakuba_Springs_Hotel-Hakuba_mura_Kitaazumi_gun_Nagano_Prefecture_Chubu.html,4.5,4,399-9301,長野県,北安曇郡白馬村,北城5090,,〒399-9301 長野県北安曇郡白馬村北城5090,33001,48394,35
936,703319,"川崎明珠酒店
Pearl Hotel Kawasaki",Pearl Hotel Kawasaki,4.0,4.0,9841,4.1,4.2,4.1,4933.0,Pearl Hotel Kawasaki,https://www.tripadvisor.com/Hotel_Review-g298172-d1079543-Reviews-Pearl_Hotel_Kawasaki-Kawasaki_Kanagawa_Prefecture_Kanto.html,3.5,120,210-0023,神奈川県,川崎市川崎区,小川町16-9,,〒210-0023 神奈川県川崎市川崎区小川町16-9,6603,14996,96
938,703321,"志摩西班牙村酒店
Hotel Shima Spain Mura",Hotel Shima Spain Mura,4.1,4.1,4605,4.1,4.1,4.1,9400.0,Hotel Shima Spain Mura,https://www.tripadvisor.com/Hotel_Review-g1019679-d325784-Reviews-Hotel_Shima_Spain_Mura-Shima_Mie_Prefecture_Chubu.html,4.0,31,517-0212,三重県,志摩市,磯部町坂崎952-22,,〒517-0212 三重県志摩市磯部町坂崎952-22,16458,36498,252
941,703324,"微笑长野酒店
Smile Hotel Nagano",Smile Hotel Nagano,4.0,4.0,5969,4.0,3.9,3.9,5366.0,Smile Hotel Nagano,https://www.tripadvisor.com/Hotel_Review-g298565-d1099167-Reviews-Smile_Hotel_Nagano-Nagano_Nagano_Prefecture_Chubu.html,3.5,45,380-0821,長野県,長野市,鶴賀上千歳町1177-3,,〒380-0821 長野県長野市鶴賀上千歳町1177-3,5262,11084,184
957,703355,"函馆WBF格兰大酒店
Hotel WBF Grande Hakodate",Hotel WBF Grande Hakodate,4.6,4.7,6579,4.5,4.7,4.7,6550.0,Hotel WBF Grande Hakodate,https://www.tripadvisor.com/Hotel_Review-g298151-d1117568-Reviews-Hotel_WBF_Grande_Hakodate-Hakodate_Hokkaido.html,4.0,57,040-0043,北海道,函館市,宝来町22-15,,〒040-0043 北海道函館市宝来町22-15,4704,34946,136
960,703366,"札幌站北口mystays酒店
HOTEL MYSTAYS Sapporo Station",HOTEL MYSTAYS Sapporo Station,4.8,4.6,3748,4.5,4.7,4.6,10049.0,HOTEL MYSTAYS Sapporo Station,https://www.tripadvisor.com/Hotel_Review-g298560-d1091418-Reviews-HOTEL_MYSTAYS_Sapporo_Station-Sapporo_Hokkaido.html,4.0,21,060-0808,北海道,札幌市北区,北区北8条西4-15,,〒060-0808 北海道札幌市北区北区北8条西4-15,6159,28219,242
962,703372,"札幌三位神大酒店
Hotel Resol Trinity Sapporo",Hotel Resol Trinity Sapporo,4.7,4.4,3709,4.4,4.8,4.6,11598.0,Hotel Resol Trinity Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1091424-Reviews-Hotel_Resol_Trinity_Sapporo-Sapporo_Hokkaido.html,4.0,21,060-0042,北海道,札幌市中央区,大通西5-3,,〒060-0042 北海道札幌市中央区大通西5-3,8063,43561,305
